design,chosen,rejected,chosen_score,rejected_score
RISCY-FPU-a,4912-RISCY-FPU-a-2-c5-u0.85-m4-p8-f0.npy,5715-RISCY-FPU-a-3-c20-u0.8-m1-p1-f0.npy,942,0
RISCY-FPU-a,5391-RISCY-FPU-a-3-c2-u0.8-m3-p3-f1.npy,4998-RISCY-FPU-a-2-c5-u0.85-m2-p8-f1.npy,669,0
RISCY-FPU-a,4339-RISCY-FPU-a-1-c5-u0.85-m1-p5-f1.npy,5169-RISCY-FPU-a-2-c20-u0.8-m3-p1-f1.npy,1,0
RISCY-FPU-a,5280-RISCY-FPU-a-3-c2-u0.8-m1-p4-f0.npy,5806-RISCY-FPU-a-3-c20-u0.8-m2-p8-f1.npy,10019,0
RISCY-FPU-a,5228-RISCY-FPU-a-3-c2-u0.7-m2-p8-f0.npy,4077-RISCY-FPU-a-1-c2-u0.8-m3-p7-f1.npy,4,0
RISCY-FPU-a,5352-RISCY-FPU-a-3-c2-u0.75-m1-p4-f1.npy,5325-RISCY-FPU-a-3-c2-u0.7-m1-p1-f1.npy,8,6
RISCY-FPU-a,4682-RISCY-FPU-a-2-c2-u0.8-m4-p2-f0.npy,4449-RISCY-FPU-a-1-c20-u0.8-m2-p1-f0.npy,3974,505
RISCY-FPU-a,4613-RISCY-FPU-a-1-c20-u0.9-m3-p5-f1.npy,5251-RISCY-FPU-a-3-c2-u0.75-m1-p7-f0.npy,20,0
RISCY-FPU-a,4901-RISCY-FPU-a-2-c5-u0.85-m3-p5-f0.npy,5235-RISCY-FPU-a-3-c2-u0.7-m3-p7-f0.npy,15652,0
RISCY-FPU-a,3928-RISCY-FPU-a-1-c2-u0.75-m4-p1-f0.npy,4966-RISCY-FPU-a-2-c5-u0.8-m1-p7-f1.npy,824,0
RISCY-FPU-a,4104-RISCY-FPU-a-1-c2-u0.9-m1-p2-f1.npy,5696-RISCY-FPU-a-3-c20-u0.75-m1-p6-f0.npy,18374,0
RISCY-FPU-a,3939-RISCY-FPU-a-1-c2-u0.8-m1-p4-f0.npy,4524-RISCY-FPU-a-1-c20-u0.7-m2-p7-f1.npy,1339,0
RISCY-FPU-a,4915-RISCY-FPU-a-2-c5-u0.7-m1-p3-f1.npy,4061-RISCY-FPU-a-1-c2-u0.8-m1-p7-f1.npy,1,0
RISCY-FPU-a,4126-RISCY-FPU-a-1-c2-u0.9-m3-p8-f1.npy,5460-RISCY-FPU-a-3-c5-u0.7-m3-p2-f0.npy,1542,0
RISCY-FPU-a,4375-RISCY-FPU-a-1-c5-u0.9-m3-p1-f1.npy,5236-RISCY-FPU-a-3-c2-u0.7-m3-p8-f0.npy,3521,0
RISCY-FPU-a,4381-RISCY-FPU-a-1-c5-u0.9-m3-p8-f1.npy,5370-RISCY-FPU-a-3-c2-u0.75-m3-p6-f1.npy,1842,0
RISCY-FPU-a,4189-RISCY-FPU-a-1-c5-u0.8-m1-p1-f0.npy,5273-RISCY-FPU-a-3-c2-u0.75-m4-p5-f0.npy,436,0
RISCY-FPU-a,4359-RISCY-FPU-a-1-c5-u0.9-m1-p1-f1.npy,4966-RISCY-FPU-a-2-c5-u0.8-m1-p7-f1.npy,3556,0
RISCY-FPU-a,4105-RISCY-FPU-a-1-c2-u0.9-m1-p3-f1.npy,5769-RISCY-FPU-a-3-c20-u0.75-m1-p3-f1.npy,21299,0
RISCY-FPU-a,5734-RISCY-FPU-a-3-c20-u0.8-m3-p8-f0.npy,4953-RISCY-FPU-a-2-c5-u0.75-m3-p2-f1.npy,64,0
RISCY-FPU-a,5439-RISCY-FPU-a-3-c2-u0.9-m3-p3-f1.npy,5038-RISCY-FPU-a-2-c20-u0.7-m2-p7-f0.npy,7495,0
RISCY-FPU-a,4727-RISCY-FPU-a-2-c2-u0.75-m1-p3-f1.npy,5513-RISCY-FPU-a-3-c5-u0.8-m1-p8-f0.npy,2,0
RISCY-FPU-a,4241-RISCY-FPU-a-1-c5-u0.85-m4-p2-f0.npy,4990-RISCY-FPU-a-2-c5-u0.85-m1-p8-f1.npy,810,0
RISCY-FPU-a,5203-RISCY-FPU-a-2-c20-u0.9-m2-p3-f1.npy,4759-RISCY-FPU-a-2-c2-u0.8-m2-p3-f1.npy,895,6
RISCY-FPU-a,5413-RISCY-FPU-a-3-c2-u0.85-m3-p1-f1.npy,5396-RISCY-FPU-a-3-c2-u0.8-m3-p8-f1.npy,765,0
RISCY-FPU-a,4678-RISCY-FPU-a-2-c2-u0.8-m3-p6-f0.npy,4403-RISCY-FPU-a-1-c20-u0.7-m4-p1-f0.npy,2569,0
RISCY-FPU-a,4902-RISCY-FPU-a-2-c5-u0.85-m3-p6-f0.npy,4169-RISCY-FPU-a-1-c5-u0.75-m2-p3-f0.npy,11926,0
RISCY-FPU-a,5427-RISCY-FPU-a-3-c2-u0.9-m1-p7-f1.npy,4577-RISCY-FPU-a-1-c20-u0.8-m3-p6-f1.npy,3131,0
RISCY-FPU-a,4802-RISCY-FPU-a-2-c2-u0.9-m1-p7-f1.npy,5500-RISCY-FPU-a-3-c5-u0.75-m4-p3-f0.npy,4642,0
RISCY-FPU-a,3969-RISCY-FPU-a-1-c2-u0.85-m1-p6-f0.npy,3918-RISCY-FPU-a-1-c2-u0.75-m2-p5-f0.npy,745,2
RISCY-FPU-a,4260-RISCY-FPU-a-1-c5-u0.9-m4-p5-f0.npy,5078-RISCY-FPU-a-2-c20-u0.8-m1-p8-f0.npy,4109,9
RISCY-FPU-a,4106-RISCY-FPU-a-1-c2-u0.9-m1-p4-f1.npy,4834-RISCY-FPU-a-2-c5-u0.7-m2-p8-f0.npy,20891,0
RISCY-FPU-a,4904-RISCY-FPU-a-2-c5-u0.85-m3-p8-f0.npy,4925-RISCY-FPU-a-2-c5-u0.7-m2-p5-f1.npy,12848,0
RISCY-FPU-a,5095-RISCY-FPU-a-2-c20-u0.85-m1-p3-f0.npy,5291-RISCY-FPU-a-3-c2-u0.8-m2-p7-f0.npy,17887,12408
