id,max_congestion_ripple,congestion_gradient,mean_macro_proximity,diagonal_cell_density_gradient,mean_cell_density_fluctuation,congestion_transition_amplitude,cell_density_variance_gradient,congestion_variability_throughout_hierarchy,cell_density_skewness,macro_transition_band,cell_density_skewness_gradient,macro_interaction_perimeter,macro_interference_zone,cell_density_dipole,macro_compactness_index,cell_density_anisotropy,congestion_pressure_fluctuation,mean_eGR_local_adjacent_cohesion,mean_eGR_local_variability,cell_density_fluctuation_balance,label
1893-RISCY-a-3-c20-u0.85-m1-p3-f0.npy,0.01,0.20936550459566788,0.35834824134786736,0.36056712218845544,0.38290213294665315,0.2167466181336892,0.3464941326590428,0.014033581018037467,0.20135935632613136,0.14606002606946705,0.07044437326655294,0.4301830732747301,0.4457675381827595,0.9296530984856619,0.31686660426771474,0.1264123132427485,0.1485171994131344,0.20558213192830593,0.014106909178297135,1.3226600505542055e-10,12610
840-RISCY-a-2-c2-u0.7-m1-p1-f1.npy,0.060000000000000005,0.5117191252932283,0.6988789103671256,0.7612523434679558,0.7507510941985045,0.3984849370128459,0.1948575259736217,0.01654032431873532,0.06129575131430526,0.1872022453558364,0.019132689955420112,0.3001291839603755,0.19057403572353093,0.5256685640640102,0.5374836381996232,0.0534631506779273,0.18720745219209733,0.00956009646632604,0.00022510918666451577,3.273893749857451e-12,0
193-RISCY-a-1-c2-u0.8-m3-p2-f1.npy,0.09000000000000001,0.6376673125514225,0.4225952778952342,0.6104976664007279,0.6327120732450588,0.5476425773731717,0.21889917146343035,0.03592701253332047,0.061813296300225584,0.1590077001167472,0.016586481152482124,0.20818097647716965,0.13705345586331863,0.8870690581033185,0.40966037670838473,0.03333808042549709,0.27208799986035787,0.04265116851666912,0.0006629245677108525,5.727688219540409e-12,15
166-RISCY-a-1-c2-u0.75-m2-p7-f1.npy,0.1,0.492156414201116,0.3621568787120063,0.881613799033685,0.8924060711336617,0.39448296921639275,0.4417243770628522,0.031925358510541284,0.03504646088539112,0.11144585156059085,0.009492634560524543,0.0909867365368266,0.07067046337043748,0.5076790892492751,0.23908772499957676,0.02246549503389804,0.1820643812813415,0.006269446065530436,6.161008445807754e-05,4.837217556405104e-12,0
1702-RISCY-a-3-c5-u0.85-m4-p2-f0.npy,0.5599999999999999,0.2239569723059874,0.4096006765741276,0.4662324657844984,0.508773162950068,0.203463410425278,0.7486098025122991,0.02504206135006639,0.23714750026046935,0.1910881131854953,0.0971148445940848,0.15774075150445366,0.3972786694279057,0.822897647943293,0.01489539323889405,0.12410971898186689,0.2595952391863198,0.23994583549347095,0.09035689773030711,2.515191822264368e-10,11307
1407-RISCY-a-3-c2-u0.75-m1-p7-f0.npy,0.049999999999999996,0.4026241050439059,0.6228569030139569,0.6769610862284873,0.6851231885706872,0.3212355518218541,0.3450399574115192,0.01717552297415778,0.12652748149397056,0.32601713876691873,0.049607581317992824,0.3915970157996122,0.37457934247993785,0.5819997852003005,0.359133908930118,0.06704811773461615,0.1863215276720892,0.016218199400097673,0.00032592776113964155,3.0612943228178283e-12,0
174-RISCY-a-1-c2-u0.75-m3-p7-f1.npy,0.060000000000000005,0.4758472711077837,0.4563160081494868,0.6226869545227761,0.6308947460811523,0.3862654779366458,0.24252164781296282,0.032804981423222385,0.045326030374801124,0.09468197650951256,0.013118220138005204,0.193900565051274,0.11448356199844678,0.869401782837504,0.4309987070465464,0.022185773147930715,0.21457528344323512,0.01444817590727188,0.00022796073683179998,4.3956282149530704e-12,0
1085-RISCY-a-2-c5-u0.7-m1-p6-f1.npy,0.060000000000000005,0.5174035567772161,0.6758614282536345,0.7451522308621175,0.7376656485647348,0.3959868388327461,0.1708248321541849,0.018394223011561555,0.046424874888716355,0.24093003010721847,0.02059760685263845,0.29964965155255935,0.18860018120631628,0.6269466222747289,0.5432027254038992,0.049153905154767016,0.18477373831778393,0.004912717219595273,7.83676128118065e-05,3.6640035121497784e-12,0
1829-RISCY-a-3-c20-u0.7-m1-p7-f0.npy,0.09000000000000001,0.44589768369558613,0.6120509055884455,0.6456870727366911,0.6296679848232312,0.3449450157141782,0.23894801113600603,0.019971699233545057,0.10027778338486629,0.2025037280901416,0.0322459941156001,0.3725455233349549,0.3424152213305721,0.7212436902588335,0.37686144689712375,0.04222523065483523,0.19546028247506464,0.023721397287730126,0.0004532082986875385,2.501970506273806e-12,0
1218-RISCY-a-2-c20-u0.7-m3-p8-f0.npy,0.060000000000000005,0.44314095374559176,0.5819927986193678,0.6851391534535893,0.6744396015712817,0.34027573749980783,0.4497977350577781,0.017141515600165864,0.08133183885147166,0.10661818038427183,0.03235473141783922,0.20343061469569396,0.3494855034946932,0.6695843625818925,0.2364440130022456,0.045134622229707475,0.16505756482017064,0.00894036724640857,0.0004625039663446053,2.55749977810603e-12,0
1835-RISCY-a-3-c20-u0.7-m2-p6-f0.npy,0.04,0.37800337816729085,0.5352851339662078,0.6154896196542308,0.6158096175921224,0.2900049193180549,0.2475057329799114,0.016413371151056858,0.11079245341563079,0.25397807949443957,0.033765362085911826,0.395882320121459,0.38260419363189224,0.7236064869509184,0.351062631112639,0.058331847867588535,0.14658012674660253,0.015191586262710666,0.00030411165386852197,2.638095489661067e-12,0
662-RISCY-a-1-c20-u0.75-m3-p2-f1.npy,0.049999999999999996,0.5045245281567187,0.6648787515271783,0.7357090304653016,0.7438745510012219,0.4064261050976812,0.31692597254146787,0.022505645261303463,0.04404086064536403,0.09011527402322948,0.00948762777037114,0.19770603892494026,0.11995210975925441,0.5991837611427342,0.4317716870352811,0.017258864164705706,0.19283458996250852,0.03298150188102539,0.0006056739504768493,4.3516235938745014e-12,0
206-RISCY-a-1-c2-u0.85-m1-p7-f1.npy,0.19,0.7322219848425674,0.4913104167349184,0.6952843469551534,0.7396560035329793,0.6139588085719566,0.47542661482665743,0.04173236787203407,0.101284470962576,0.09191774052494996,0.028960885940242723,0.22628815712423406,0.1698809215635516,0.6100311459563956,0.38121994776221124,0.05830747048289521,0.34864757926745954,0.057297614666272506,0.0031624927297480895,5.006755421654561e-12,162
1587-RISCY-a-3-c2-u0.9-m1-p5-f1.npy,0.13999999999999999,0.3289570335977295,0.49498261795176746,0.5423459427176701,0.5793722405388677,0.25999078598778214,0.33974525998066163,0.011218451129008763,0.19478419844777703,0.30053411633006044,0.05795748682647879,0.48927407520587357,0.414525627750453,0.6833852432606595,0.4837626914800339,0.08020278437278751,0.1677425086294368,0.04265789505912468,0.001230076966259971,1.3094168585635907e-10,764
120-RISCY-a-1-c2-u0.9-m1-p1-f0.npy,0.24,0.567856227375392,0.33455231250878165,0.5327425316281915,0.5886724643786962,0.5256555314705599,0.5122803779772317,0.06340360681824407,0.1478052303796892,0.02260734021117905,0.04070223937282945,0.05812337208967239,0.2548052032099405,0.8119428632799912,0.007972028735436565,0.04663174658827353,0.48506989217296215,0.2066336481967947,0.021617688782086357,1.6493915592915977e-10,8947
1390-RISCY-a-3-c2-u0.7-m3-p6-f0.npy,0.07,0.3579467657769859,0.5064832904237581,0.593309752153759,0.5905475453213758,0.27780607008986624,0.3395018647636422,0.02254032145764584,0.11839228244828096,0.2274467575551961,0.03736944273529863,0.4854612702661701,0.4138946414703598,0.7737622167328966,0.4808564383135684,0.050446387548074886,0.14232194449454394,0.008109419089104902,0.00032609699522448854,2.9838579013707544e-12,0
1991-RISCY-a-3-c20-u0.85-m3-p8-f1.npy,0.060000000000000005,0.3751263258257534,0.5904724412388954,0.6086407813614723,0.6300568301173359,0.30117685288331725,0.17879977607206987,0.024331237715166674,0.11482820193753854,0.35822317153821837,0.0431170285058798,0.4654366251267033,0.36991975148848044,0.6787670497261304,0.5161381892813984,0.06940350002429498,0.16579289305797273,0.017695559329052386,0.00018628615400873632,5.4403700991114834e-12,0
588-RISCY-a-1-c20-u0.85-m1-p4-f0.npy,0.26,0.6320524822584394,0.37857094647989065,0.6151176262010946,0.6607289587047429,0.5550263521391354,0.5491893393535872,0.04347429416207145,0.11495586480774081,0.035271513040825556,0.03362242678683629,0.1462533681082711,0.1968353611183018,0.7423477607131348,0.15409319781973663,0.08389457081285277,0.35792100423455586,0.1220319768810318,0.006849899146450121,1.0580030729781812e-10,1092
566-RISCY-a-1-c20-u0.8-m2-p4-f0.npy,0.09000000000000001,0.5420691819690701,0.40127316754492215,0.5236890396956415,0.562271488058701,0.47642556284765386,0.3747854064716981,0.06019970222169957,0.13010577921195585,0.011822938034605282,0.03966367624018509,0.15006025585634913,0.20455280869790315,0.842820320051552,0.1463893886970099,0.03903035855353544,0.32983421116766937,0.09209907785089176,0.0025990868370213893,2.483427650009733e-10,1351
1685-RISCY-a-3-c5-u0.8-m3-p1-f0.npy,0.13999999999999999,0.3161528485576688,0.5187448004413506,0.6022642123377999,0.6342259704211886,0.26113427416245977,0.5090506672793388,0.0156376259517313,0.14150255095673972,0.31242950186599483,0.0525250462404306,0.3420591143908304,0.42269609112089046,0.5251315648158092,0.23884786182793694,0.04860415375719966,0.18490315668147383,0.02733602499292122,0.0003649621016798498,8.259189200082446e-11,79
261-RISCY-a-1-c5-u0.7-m2-p6-f0.npy,0.049999999999999996,0.46132153143136123,0.38666099141222526,0.7206204138946745,0.7303982940515399,0.36145789893021524,0.4108923025139479,0.020569027746719353,0.05525149327006168,0.05533752476759707,0.01993323167145772,0.12433469099139577,0.14315298990421954,0.6142734400171839,0.18551599087926018,0.03852911448228312,0.17696242385410532,0.028168993105703408,0.0005979044657872667,2.7838070488982854e-12,0
1652-RISCY-a-3-c5-u0.75-m2-p6-f0.npy,0.13,0.32623881555328466,0.4006766620711252,0.5890471257086884,0.6020320739110934,0.25780300669498174,0.36708163141409056,0.02509158732578446,0.14073519118644454,0.2666271905143851,0.03610968362249477,0.4092215019032867,0.40700232979549567,0.7640425303404577,0.3372656164651835,0.02772338665203014,0.1554356613300495,0.02303169511975538,0.00041423553489595543,7.667300269391586e-11,0
1801-RISCY-a-3-c5-u0.85-m3-p6-f1.npy,0.09000000000000001,0.3821286236154126,0.5867975007908253,0.632750390927701,0.6588783534426941,0.30485609651248957,0.21147381923594052,0.013673404814059008,0.12009541683493644,0.4172023672704301,0.040427734486825115,0.4654366251267033,0.36991975148848044,0.6148104392653848,0.5161381892813984,0.0418730469051682,0.16964090871633858,0.028120045470946566,0.0005591989699038747,5.104336922611358e-12,0
1153-RISCY-a-2-c5-u0.85-m1-p2-f1.npy,0.1,0.4469829376859155,0.43827707625942647,0.6080903403872838,0.6313607711586966,0.37530634962978754,0.2989567500358909,0.01984720929843427,0.10847290441845894,0.2532769984548762,0.03568980778654292,0.35777037217338,0.28802096815946154,0.765814627859521,0.444108470948116,0.05251663178796605,0.21389815705984194,0.07900201923278742,0.0019033203102594802,5.026736668667238e-12,0
959-RISCY-a-2-c5-u0.7-m1-p1-f0.npy,0.12000000000000001,0.6419739902420186,0.611201564529065,0.6233629743295044,0.6161584671284346,0.5067202642540479,0.23353221868072468,0.025459926480462913,0.07120378859063575,0.1960238668421722,0.028470711238331267,0.3606287682694859,0.29876391405643277,0.7103426055203523,0.42888201119991143,0.04724752312498094,0.2648710202881137,0.008000860588639606,0.00012312960333343134,2.693768047752198e-12,0
138-RISCY-a-1-c2-u0.7-m2-p3-f1.npy,0.07,0.4607519385793877,0.41840892417502273,0.7658244322235196,0.7596897996130891,0.3856737576181083,0.2811153913821124,0.03763672772665139,0.017125261399642627,0.0307197402810392,0.00662528901342338,0.07955315215240288,0.046870955216153254,0.7577059392116849,0.25963095173532824,0.012752654424376828,0.16219661155091641,0.005779854591320518,7.882946402995143e-05,4.128321285365968e-12,0
171-RISCY-a-1-c2-u0.75-m3-p4-f1.npy,0.07,0.7527463153598456,0.5030210638653507,0.7583827924640839,0.7764295443467746,0.6264308320076797,0.3271138730418722,0.027535013719603908,0.05185291777468018,0.1470323702254519,0.013246792151559841,0.193900565051274,0.11448356199844678,0.6769412522822469,0.4309987070465464,0.021869514758966466,0.272891130422731,0.00822773132452114,0.00013767041769533768,4.2508440154082915e-12,0
740-RISCY-a-2-c2-u0.7-m1-p4-f0.npy,0.19,0.4840111668393764,0.27208953411994424,0.6582021453850521,0.637709670483503,0.3993044438883957,0.3217011239950673,0.03607740600398625,0.07316787417684789,0.09257588302819574,0.023392746538136014,0.10863331851715313,0.2290318405384416,0.7236601868757382,0.1316741594805646,0.08831021767043017,0.21624591391702175,0.008683435578393222,0.00012486916963870586,3.096117646531671e-12,0
1483-RISCY-a-3-c2-u0.85-m4-p5-f0.npy,0.58,0.18855239394961934,0.3762605606814104,0.4825881597449696,0.5312561448744428,0.16052388797040534,0.8347235267326759,0.04322317325055801,0.2281055582773626,0.202301337732741,0.07709120499619486,0.15724331941023834,0.3972786694279057,0.8086134679411447,0.013312994527575173,0.08101844621043287,0.22455630842531382,0.22365085754853808,0.09408671786504816,2.4897746654193826e-10,6654
947-RISCY-a-2-c2-u0.9-m2-p5-f1.npy,0.01,0.1098506194001787,0.4125958445848674,0.6156525433444016,0.6698411242573485,0.0915506119274869,0.3835338317201304,0.011099926113593873,0.14103411292411325,0.2099803219286573,0.034729445021308536,0.36825694783837654,0.3097657261195962,0.7661368274084417,0.4292032142091641,0.04332119625117194,0.08864931294572027,0.07474111601716882,0.0019017591185425634,6.2573218344190286e-12,6542
1254-RISCY-a-2-c20-u0.85-m3-p3-f0.npy,0.19,0.6096313247910942,0.4557612794179078,0.6273418078459411,0.6406804860700372,0.5517239680692076,0.6836808067039719,0.05116236785416015,0.11510079261997067,0.09650366839103948,0.03519571801193501,0.1338736236925312,0.5730649754077141,0.5047792933089892,0.05951286014682333,0.06301796336114197,0.4154663176263287,0.09025966706282028,0.002199949712100807,5.639306589963452e-12,2106
255-RISCY-a-1-c5-u0.7-m1-p8-f0.npy,0.049999999999999996,0.5938713073402203,0.5420633368550527,0.7398353577537748,0.7460738965469971,0.4673801498416023,0.3162610893739954,0.022728854241569896,0.039936190209621525,0.01986791267099884,0.019207644592103917,0.15672984674726292,0.13962593838985238,0.6495005906991729,0.2633297603415159,0.023635957067953378,0.2240362315241592,0.01165842667282868,0.0003157539009314977,3.193021354660733e-12,0
117-RISCY-a-1-c2-u0.85-m4-p6-f0.npy,0.22,0.5817035056256742,0.36403618979151475,0.6568401004662885,0.7190548305421842,0.49874077299999947,0.5873957893628994,0.06654764170729821,0.14105858350296777,0.02297547828155508,0.043316466302843706,0.04763925707500166,0.21940525498317365,0.6663623670926859,0.011669864047073708,0.06638935289051744,0.3759104334496225,0.13534882662965966,0.009789319655351245,2.2592823022882094e-10,1231
127-RISCY-a-1-c2-u0.9-m1-p8-f0.npy,0.27,0.5667734506819551,0.4293430002894133,0.616243859453551,0.6799831674893855,0.4998636495621785,0.6559884071116262,0.08004369375317004,0.14595372787268782,0.027126503539184596,0.03947531439743139,0.05812337208967239,0.2548052032099405,0.6315648158092579,0.007972028735436565,0.04541886986342429,0.44623961445377924,0.21548912517398955,0.02247672990632921,1.669371629103511e-10,4464
1866-RISCY-a-3-c20-u0.75-m3-p6-f0.npy,0.09000000000000001,0.49437280857262345,0.3297661875491835,0.575855179173318,0.5723395476977711,0.3786435653385673,0.36089190491164674,0.02219142228724859,0.10949367881224883,0.16309366530508623,0.044258393635061635,0.3203993871003445,0.38593709552161526,0.7756954140264205,0.2789808235095248,0.057257607633452126,0.21715087496081215,0.012678699997301398,0.0002587616531990485,2.9592806037387047e-12,0
828-RISCY-a-2-c2-u0.85-m1-p5-f0.npy,0.13,0.048001000752020496,0.0,0.24782894094078134,0.25439304722872474,0.04729605871236967,0.20701251906187215,0.30462201001718364,0.293398906919937,0.03513478202075966,0.09220083294512456,0.3444311903915523,0.36380403831219255,0.9919450112769841,0.2803829388555915,0.14636910263674124,0.052775239426390605,0.12590181951517831,0.012851922678338675,1.0,9817
1865-RISCY-a-3-c20-u0.75-m3-p5-f0.npy,0.03,0.32988203193740406,0.5217151913820621,0.5938825501395821,0.5930294573266262,0.25380742004176127,0.37601453772806004,0.01786764282355093,0.1108370266421552,0.196506852855721,0.049095009072766024,0.3203993871003445,0.38593709552161526,0.6985823219847491,0.2789808235095248,0.07261653723517998,0.13421220318756666,0.006734152489833226,8.814264757380076e-05,2.9963394613976484e-12,0
1740-RISCY-a-3-c5-u0.75-m2-p1-f1.npy,0.049999999999999996,0.43090323779470713,0.4953964587623094,0.6854389807007806,0.6803219138030028,0.3428345594451856,0.3457498233817328,0.02966539232783772,0.07343493906904972,0.26649405912795304,0.023164476365789596,0.427836555143918,0.4423699197514884,0.7196326925142302,0.576992672325119,0.02598894762439992,0.16767861476079,0.009487238127588749,9.523810027379336e-05,4.4321391004565456e-12,0
1553-RISCY-a-3-c2-u0.8-m3-p3-f1.npy,0.060000000000000005,0.31397860963497026,0.515255002671926,0.6303650924359778,0.6318208466755459,0.2684928726335581,0.19380172936066142,0.020344682334458342,0.11455791053444933,0.2758754610473824,0.034192033647434894,0.4440027615475162,0.3349081025110018,0.750617549135431,0.5506618217495364,0.05455056138702004,0.14796483904763014,0.008515572684319581,0.00016271448031212279,4.76187465592833e-12,8
854-RISCY-a-2-c2-u0.7-m2-p7-f1.npy,0.07,0.4122404599972383,0.5182348441300894,0.7092233928887045,0.7026977744553053,0.3213596973704915,0.31684376691719535,0.03474963132420717,0.06838648869693398,0.09831020096097524,0.022678380308713747,0.29964965155255935,0.18900465959099144,0.8130168617763935,0.5357431239299594,0.029459154607447247,0.14412967709039887,0.0016241232940295198,1.599494677065043e-05,3.345986433150893e-12,0
36-RISCY-a-1-c2-u0.75-m1-p7-f0.npy,0.07,0.44809334428644443,0.5000301642135628,0.6461211543781739,0.6635573455663735,0.3642121446977275,0.36054707591191465,0.03392315742058083,0.056307160311375365,0.08865097220757846,0.023038374052791494,0.12100245796614523,0.13632539477090344,0.7671034260552037,0.19006520730468435,0.036724165977127285,0.1903976913675004,0.011975758153971942,0.000212981899201502,3.826432967675005e-12,0
1906-RISCY-a-3-c20-u0.7-m2-p3-f1.npy,0.08,0.5490406625245887,0.6334402412952357,0.718956960326527,0.6902289953785752,0.4279765582794076,0.33843466943892,0.02648532893570983,0.05138574668347737,0.21444762230314213,0.024261830926494685,0.318768272157347,0.30727413926999736,0.7250563849210612,0.46139250083766203,0.03656938696363028,0.24383013020234828,0.022936274460942076,0.0014325163481345978,4.1604346940801856e-12,0
870-RISCY-a-2-c2-u0.75-m1-p7-f1.npy,0.049999999999999996,0.497315579817198,0.6461834122752951,0.6305352665788769,0.630902365290986,0.3855150908120556,0.21614919442479888,0.02647473921217875,0.07396746677469396,0.23615460820301992,0.024251541850815073,0.3201387289938175,0.2252297437224955,0.6911717323595745,0.49700022249775333,0.05514087346049497,0.19136310122634104,0.013181597455445783,0.0002520877150652984,3.861467546041239e-12,0
226-RISCY-a-1-c2-u0.9-m1-p3-f1.npy,0.09000000000000001,0.24707326399657123,0.38038395925674057,0.6174830921655324,0.6743922970270471,0.22777149953787088,0.41670448672265575,0.020881086852706624,0.12564280947306558,0.13059045644864375,0.03854311229456776,0.2396233335343349,0.19495858141340927,0.7378906669530663,0.3584371210758025,0.044781455278916096,0.17397848652680165,0.2017657221587979,0.023016044805668552,7.057544029916078e-11,28899
272-RISCY-a-1-c5-u0.7-m4-p1-f0.npy,0.13999999999999999,0.7088595435787898,0.48352063248108557,0.8010904326982932,0.8101436479218211,0.5734452353319142,0.4155871481499606,0.021655976841073427,0.03664018104419631,0.06395716670117023,0.012535105257272042,0.018581079365065034,0.1272812580895677,0.5364622489528514,0.05652488121896704,0.042550225497141284,0.2584597622743107,0.004951731583493938,8.792433458068654e-05,3.2026954097641606e-12,4
993-RISCY-a-2-c5-u0.75-m1-p2-f0.npy,0.1,0.4203647430024259,0.12755434424623,0.7719767170787083,0.7751303075122236,0.34106009190638337,0.5290518237888443,0.026931386297356648,0.07061275773073347,0.1228719426736588,0.0235298956974387,0.10842157446811918,0.24679653119337297,0.5323273547417031,0.10031395135639032,0.03538574169236901,0.17416939894444394,0.02560779258066952,0.0010690623015041604,3.365802360397475e-12,0
1172-RISCY-a-2-c5-u0.85-m3-p5-f1.npy,0.16999999999999998,0.5727667681500803,0.5264478873513146,0.5914089796972157,0.6081222109825255,0.45342796056950513,0.29611016151458036,0.023856160464671223,0.11274243164694828,0.32934994734489426,0.02754174235660309,0.35491197607727404,0.2835393476572612,0.7752658146278595,0.44708818184084653,0.056226538234240606,0.2406595701246521,0.0212364745923861,0.000199640600639665,5.375745690265401e-12,0
1539-RISCY-a-3-c2-u0.8-m1-p5-f1.npy,0.13999999999999999,0.4104305519283851,0.5588795597803126,0.6589516588737679,0.6542612101042753,0.327211684300342,0.19907790690167468,0.029867978370512603,0.10198789576964895,0.3254865646286631,0.029459156741387257,0.4435222550565578,0.33264302355682107,0.6553001825797442,0.5488113416265133,0.04282762654643012,0.1959227337969498,0.011813153060433786,0.0002858083194806468,4.999606897720679e-12,0
1930-RISCY-a-3-c20-u0.75-m2-p3-f1.npy,0.04,0.5279828308317058,0.5288490479629004,0.7539395052437914,0.7415896702067202,0.4230138542440363,0.4332730598662313,0.022057962281220728,0.06307745397435716,0.29380211998292205,0.01971672163916449,0.427836555143918,0.4423699197514884,0.6369885082160884,0.576992672325119,0.03892739388526982,0.2207052079611619,0.010921306141458824,0.00017221740958893586,4.8326798616064445e-12,0
539-RISCY-a-1-c20-u0.75-m3-p1-f0.npy,0.09000000000000001,0.6285417033476214,0.6017567266947771,0.8279573066393139,0.8479737107870242,0.5075452556676329,0.4888779258244221,0.022132362546411204,0.04761769807615557,0.06109962356815811,0.013082175180533881,0.030018108478213013,0.13394706186901373,0.49226721082590474,0.048636799424749855,0.025121524998254,0.2284081541559973,0.008952384832367814,0.00018956855284208476,3.967662957593082e-12,0
1779-RISCY-a-3-c5-u0.8-m3-p8-f1.npy,0.060000000000000005,0.4312678332896631,0.5670049398340423,0.672509701349527,0.6821144967785728,0.32575286126411473,0.2906613094099444,0.022264531320185563,0.09359282434678665,0.2761426391394793,0.028747721774200957,0.4511446446461736,0.34582901889723006,0.7122758028138758,0.5390220571013077,0.03549636526149948,0.15131574947651005,0.017701918410990142,0.00023021650493708554,4.876671873372184e-12,0
180-RISCY-a-1-c2-u0.8-m1-p5-f1.npy,0.13,0.4823873884102515,0.4574615947089121,0.7354938263703583,0.7626818469953309,0.3977268659893986,0.43217504147000974,0.04280831049900259,0.0714173497584322,0.15556520720496392,0.017846295201346993,0.21342413891463657,0.14627556303391143,0.666953066265707,0.4058747911827003,0.026497577890477117,0.24314702539942656,0.03487568611562282,0.0008595818475777945,5.218091275962623e-12,0
