id,horizontal_power_distribution_symmetry,mean_power_sca,heat_intensity_correlation,central_power_saturation,vertical_power_distribution_symmetry,proximity_power_pattern_asymmetry,macro_power_proximity,mean_power_density_deviation,edge_power_intensity,power_sink_effect,mean_power_all,mean_power_i,power_balance_ratio,power_gradient_variation,localized_coupling_variability,power_intensity_anomaly_detection,localized_gradient_intensity,spatial_correlation_power_i,uniformity_index_power_i,spatial_density_power_i,label
263-RISCY-a-1-c5-u0.7-m2-p8-f0.npy,0.5279160646188006,0.360270192811931,0.300705389663777,0.3540140343957076,0.19269442103426268,,0.6773045415281754,0.49236789067189324,0.4743041874036767,0.7019036636260685,0.5544489108530122,0.46791376784033956,0.8518253085307832,0.5999662766067213,0.6273366862816168,0.7132489251765077,0.5671785937376532,0.6092537434824686,0.636078164114787,0.6249036062599228,26662
1893-RISCY-a-3-c20-u0.85-m1-p3-f0.npy,0.27790504514916486,0.4740081253508321,0.6284412685235581,0.6458509215502599,0.8559648103459029,,0.5034204492109374,0.7272577034513703,0.829282217895255,0.563229184339435,0.5921163704816382,0.30337108100966625,0.9994095485357117,0.47292211926317024,0.4581929177786666,0.5131937048869957,0.5122872365103655,0.3191680042524493,0.3564035379649728,0.26318893173055113,17978
840-RISCY-a-2-c2-u0.7-m1-p1-f1.npy,0.46924816758817856,0.304304627120816,0.4286717841807741,0.5938340429577574,0.39960099870481114,0.7911651284108174,0.6130016059682228,0.5818824047717758,0.4248784422812723,0.5714437577611167,0.4994824923153477,0.5545891391469843,0.8337345973459719,0.7173698358638554,0.7124630370270997,0.6171656214254724,0.7358972030462878,0.6608412227841894,0.6842629932974922,0.5933318212746655,28238
193-RISCY-a-1-c2-u0.8-m3-p2-f1.npy,0.688870205502351,0.5163249770734566,0.3170220386452649,0.40661291294603497,0.442292439214918,0.7867823620318029,0.6634351485956773,0.7987175156432005,0.5603767326105538,0.7436580758179167,0.6990620706830669,0.5581338628195481,0.8613616526948683,0.6381882931521685,0.780497917904738,0.7924505975624185,0.8113440801351337,0.6785281082214585,0.7007349450511804,0.7406214561124972,29360
166-RISCY-a-1-c2-u0.75-m2-p7-f1.npy,0.7126686740125139,0.4950754372818396,0.3558100639486623,0.2878882521385357,0.24386794032236445,0.80584014034131,0.6790381471256802,0.6809442001477871,0.5285223995947457,0.7680252056676808,0.6888304508241547,0.5416558348126229,0.8273081689295274,0.6525309658875664,0.7343233404084644,0.8456592908137104,0.7455986856213626,0.7597779215310122,0.7762157013407465,0.783715128146972,31095
1702-RISCY-a-3-c5-u0.85-m4-p2-f0.npy,0.4112658115903062,0.42199659760921293,0.3877485420049669,0.04695566806900296,0.24332603839844,0.385464467935674,0.3543389066876089,0.49536657772828185,0.5006655136890683,0.40620529355478996,0.3556191010186505,0.25231270893839597,0.8263434646177102,0.30758516170569333,0.3969425719064427,0.42937719402043145,0.41002305611452133,0.2508771423128804,0.28658222868790884,0.2506690859605353,18127
1407-RISCY-a-3-c2-u0.75-m1-p7-f0.npy,0.16119704407289548,0.14388350324585925,0.3564726328890311,0.6276601382694508,0.5113865824761983,0.24555558124756943,0.17128618643617782,0.23963254583185212,0.16527271509603386,0.2031525133965093,0.17628779357896743,0.35254651297154094,0.8349562176478311,0.32856423391251394,0.25314878231110516,0.4135210823176744,0.25832432230207175,0.43444636878110543,0.47003447913021557,0.39941029711952825,21503
174-RISCY-a-1-c2-u0.75-m3-p7-f1.npy,0.3916853588875978,0.43979534930132386,0.2763592907495407,0.5689222199758722,0.6268850458391942,0.6822583827689495,0.5720350829084814,0.6075129436507586,0.41903040290188814,0.5392261222038748,0.5256578066747936,0.4879642246378517,0.8177250182993255,0.6654194095634811,0.6212320174624353,0.7821954009387448,0.6826087441665762,0.6477950366790829,0.6720987916398511,0.7313676570650941,29225
1085-RISCY-a-2-c5-u0.7-m1-p6-f1.npy,0.17093554413195344,0.30933864977406966,0.2568172831302036,0.7447510554400746,0.7431885251199738,,0.47704797321161474,0.33758353666167495,0.2526900188504975,0.5578037289020403,0.3113129343582824,0.3622219513744036,0.7513777098229577,0.4761001095679553,0.45849210549484093,0.48475525578826956,0.44853675590839964,0.44219564200240646,0.4775263181721412,0.5494669993195737,28466
1829-RISCY-a-3-c20-u0.7-m1-p7-f0.npy,0.29103162056545145,0.4597086061933126,0.4041787442259559,0.6264421490577172,0.4903233346779928,,0.424334328003232,0.41238227436099717,0.34091550423933864,0.48611031070890354,0.3603180086326666,0.24336844289016282,0.8787632790270059,0.42424758398193246,0.45042944845781446,0.4625093677276851,0.4493113755520843,0.36180289689678535,0.3989596613752988,0.39532773871626214,22465
1218-RISCY-a-2-c20-u0.7-m3-p8-f0.npy,0.2795721513171775,0.3891680016331701,0.30942611481338167,0.3777029126587639,0.3958635777521112,,0.3338553697101829,0.32525515760463974,0.25750591624699415,0.41296366054487577,0.31383469268023506,0.2359742841871668,0.8498731016478178,0.38930904348105694,0.3408249422337442,0.49473435096438284,0.37372044038969426,0.34336887289488605,0.3806457587488652,0.47049217509639374,25145
1835-RISCY-a-3-c20-u0.7-m2-p6-f0.npy,0.3447644708599098,0.4609681161233857,0.505062614077668,0.607314732621829,0.5242533390445422,,0.44410684346940266,0.5300591520175437,0.5398751315729924,0.5025627489730665,0.49710445943201487,0.3582531533977611,0.909547063182575,0.5008293798408199,0.5384491230231638,0.5733443773912357,0.5158088907385365,0.43402225507461356,0.46962406063334905,0.3784078022227262,21326
662-RISCY-a-1-c20-u0.75-m3-p2-f1.npy,0.28865319234408204,0.6383637552931263,0.39133898007748824,0.4133956993480509,0.914888388657093,,0.5339892128398351,0.6601653406398358,0.382947118620195,0.6293285853889592,0.540442652349701,0.5549416897481608,0.8741613059439779,0.7994368045395777,0.7744074813867836,0.6728986707687452,0.8155419058462632,0.6475864794122478,0.671904250060565,0.7235200725788161,30133
206-RISCY-a-1-c2-u0.85-m1-p7-f1.npy,0.7818143396716701,0.5309220886435304,0.4062471192664239,0.3969924159309803,0.23588717428826347,0.735634955241038,0.5991831158183629,0.7938876381502176,0.5313697243825319,0.6848945415941732,0.6091354342799226,0.6544739947288285,0.9006385502444085,0.5470268110597771,0.6915396783986014,0.7153788506291168,0.6995595479070207,0.7339487256860361,0.7522434987630093,0.6426854161941483,28390
1587-RISCY-a-3-c2-u0.9-m1-p5-f1.npy,0.15411281073056293,0.3670208697031049,0.5540844868575805,0.853438094102339,0.9999999999999999,0.41839033050730934,0.3599990198044605,0.6263611295354168,0.4796490751212668,0.3957034302227666,0.4074710520848683,0.5802048725314353,0.9494896863499316,0.36508940617654234,0.44640164090236595,0.5089338539817772,0.433275992587763,0.530551075794133,0.561983593048381,0.3373554093898843,18555
120-RISCY-a-1-c2-u0.9-m1-p1-f0.npy,0.6898304270800484,0.3424813987374065,0.4666233050032007,0.2867227591042208,0.07882783009724656,0.48464208404862563,0.4225493584487754,0.6465383263592513,0.4977744035201525,0.4698206224343854,0.5015381956185807,0.6568229209425662,0.9500813187543065,0.3997944416423102,0.5130203860469695,0.6454462982684495,0.4989829710632763,0.6811293496145373,0.703155855946243,0.5068269448854615,22995
1390-RISCY-a-3-c2-u0.7-m3-p6-f0.npy,0.18452321684778178,0.25777714921438283,0.39249887523913474,0.697273061652186,0.6628912426704495,0.40347671583752787,0.3278255148207685,0.36678868543907184,0.35433537945385346,0.39228265376354415,0.3305134164295441,0.3651780668805251,0.8705451371456476,0.39409190160614177,0.4028576551232685,0.46120774661775726,0.35859924255004866,0.4458054581026295,0.4810107842105651,0.3745066908596053,21089
1991-RISCY-a-3-c20-u0.85-m3-p8-f1.npy,0.356211060403556,0.4277017861869273,0.4432310783089366,0.635045231535976,0.548184093501297,,0.5583241351536556,0.5598943901851133,0.6073857246373866,0.5964244551283382,0.585447059680889,0.33949948752868686,0.9101552894665641,0.5724344008133884,0.5640881889654354,0.6419358655780381,0.5720265572298835,0.4311580035210991,0.4668505431258305,0.42472215921977774,22195
588-RISCY-a-1-c20-u0.85-m1-p4-f0.npy,0.9002421292180047,0.7209814788198112,0.4729693749635113,0.3189770690152366,0.1192494407978193,,0.5736036604203096,0.910991250353733,0.9221639430962467,0.6460363052185644,0.9278175741845835,0.5457750276280989,0.9490433454419853,0.796034418235142,0.8033717784390075,0.7314716207154972,0.774324192716001,0.5466956426999613,0.5772549540808463,0.5220684962576548,23935
566-RISCY-a-1-c20-u0.8-m2-p4-f0.npy,0.8149717796677558,0.6855465341511691,0.5198965915515701,0.3018468708740122,0.12256868897394349,,0.5703804166890668,0.8349292939913344,0.7492870473620477,0.6316714451816084,0.753823172441939,0.55727536925241,0.9536458177158773,0.6946896375673777,0.7057844956020256,0.6826411075612353,0.708842429756136,0.5916984306756042,0.6196210476859341,0.49158539351326835,23100
1685-RISCY-a-3-c5-u0.8-m3-p1-f0.npy,0.3453333982268769,0.2691688693359765,0.29625561696758806,0.4574687223560222,0.20123923282388761,,0.321570665386053,0.3678876772736418,0.454900652696735,0.36878837570288975,0.3575684450843358,0.22191447896156527,0.8966654983664868,0.31218679091806306,0.39095075674822305,0.4690174732773242,0.33184315291933125,0.2880778174590469,0.32489476095856396,0.29988659559990927,19684
261-RISCY-a-1-c5-u0.7-m2-p6-f0.npy,0.5097693990951166,0.37222919133522436,0.3064960289213281,0.39153453518824377,0.1498373017495788,,0.40809289737795185,0.45403557010205575,0.34794479435849895,0.4470924727552371,0.4236680186714239,0.47937088458490695,0.8534435263999931,0.5416312036110078,0.5736529209684982,0.5936575553188972,0.5233475735418311,0.6105737467103528,0.637314390203914,0.622726241778181,26389
1652-RISCY-a-3-c5-u0.75-m2-p6-f0.npy,0.15970109837936136,0.27182737363973214,0.2515721800893731,0.6632806639970574,0.7302271615928495,,0.3722970868310823,0.3649205245961811,0.4363474239428949,0.43752722439360414,0.3645865248794478,0.26278789640055855,0.8581676817675992,0.36686515064064046,0.40687438316035757,0.47122628485780765,0.3688295971284337,0.2828880553698685,0.3195918205665933,0.3150374234520299,19229
1801-RISCY-a-3-c5-u0.85-m3-p6-f1.npy,0.31158595669562067,0.37058928149639175,0.2905557170409918,0.6843935341137625,0.4993232828629513,0.4924005196635377,0.456845070249447,0.44717258862080445,0.38590546131908116,0.4835942721227794,0.3933808693997494,0.3328165836764332,0.826189980340418,0.49570006685109397,0.5128665883894363,0.515008085828107,0.5232050749346933,0.38313160694303916,0.4199992108218955,0.4302109321841687,20262
1153-RISCY-a-2-c5-u0.85-m1-p2-f1.npy,0.3305878148388232,0.35506264880038546,0.3319221987104566,0.44648553095254667,0.5185221940018961,0.5619998937352559,0.5023078570501346,0.488204510377958,0.47553863525062984,0.5797092523057001,0.49583072163193087,0.3240152400871147,0.8467379746317091,0.5876813935853054,0.6349689068536486,0.5729105036879265,0.5988517399426538,0.44879922730880084,0.4838984725427198,0.4534815150827852,23797
959-RISCY-a-2-c5-u0.7-m1-p1-f0.npy,0.2168970961452732,0.2994031811775851,0.33066993274374257,0.6990670300504592,0.8064801434048035,0.6353557241971314,0.5122435686381847,0.4834862902254047,0.41467143028080616,0.5578869381010225,0.44895771030949194,0.4161372305959925,0.833014792693384,0.624426048438034,0.6726487903736578,0.5445509407170748,0.6079087330503026,0.4782397598827116,0.5121801840436753,0.5105919709684735,24799
138-RISCY-a-1-c2-u0.7-m2-p3-f1.npy,0.784175179577222,0.5566196430234076,0.37471708070143217,0.30416761175089224,0.2766032174497336,0.8978411933361465,0.6783444504252126,0.7773284394218434,0.4589555701432076,0.7998229972258188,0.6369707878156268,0.5478210096234953,0.7971106935339127,0.7424927236630956,0.8440036620822506,0.7874018853784561,0.9274550300514719,0.7778832707845492,0.793014489065295,0.8112497164889997,32692
171-RISCY-a-1-c2-u0.75-m3-p4-f1.npy,0.45719714596760164,0.3591727576962025,0.29755142234984255,0.5605609798853025,0.581795238722423,0.7761142081518362,0.6417590382314415,0.6642764354622227,0.5166308545971814,0.7557525403611177,0.6419228190869564,0.5219251670979209,0.8057938141542317,0.8168576567074566,0.8222995429688615,0.7544669269908886,0.8341397704283351,0.652802241490643,0.6767690130746624,0.7072805624858244,29309
740-RISCY-a-2-c2-u0.7-m1-p4-f0.npy,0.6285949577234288,0.433625564159365,0.36363444492268027,0.4115477592867482,0.15126555836763467,0.697197528144878,0.5389074191301689,0.5966251996081635,0.4371895716810022,0.6184118026168259,0.5201183994053965,0.45516464703540804,0.8606635143731318,0.543923771990118,0.6288676512294125,0.6721098094900011,0.6404091817046556,0.5948077593748982,0.622538712550746,0.6057609435246086,26723
1483-RISCY-a-3-c2-u0.85-m4-p5-f0.npy,0.5309247132290711,0.422211635067132,0.45745986326687715,0.040680516563261035,0.24776669159653494,0.45763814713681805,0.3475964256415981,0.6515535911223105,0.5601586450731211,0.33764501424443777,0.4174079946866239,0.3170256146750098,0.5272665040256695,0.31539369125445565,0.43527671244128446,0.446101053129807,0.5079570468315562,0.2905007909987054,0.3273662954878589,0.2664096166931277,18043
947-RISCY-a-2-c2-u0.9-m2-p5-f1.npy,0.6122661198681988,0.43821040827343155,0.5048610588201354,0.28342221803506595,0.4773211121017437,0.7468248645149582,0.537367061100376,0.8471319961322865,0.5895400037352247,0.6359331020522487,0.5936846774670622,0.6383876677052156,0.8944281788449713,0.5880622489728278,0.6990996795718825,0.6642211967025597,0.7555715804997105,0.6689616743411355,0.6918282442561294,0.5239283284191426,24002
1254-RISCY-a-2-c20-u0.85-m3-p3-f0.npy,0.4775211961636108,0.6058663883153135,0.4349918680961715,0.45834502845057645,0.5062664626396484,,0.4299862899720204,0.7153160844874994,0.7172819591296493,0.5071667282936033,0.6160108657968835,0.3517111995900253,0.9664216513034862,0.5939244657782874,0.59204205042763,0.6135368595432493,0.6131819202404962,0.342224532770913,0.37950466226847723,0.3840326604672262,20277
255-RISCY-a-1-c5-u0.7-m1-p8-f0.npy,0.3513319827229866,0.3147887600300659,0.25877383732964354,0.5918138218791104,0.563559421806689,,0.5058903931631282,0.47610719799080825,0.38756890547205075,0.5274998012020047,0.46819020058054706,0.4626468393015629,0.8222628460114331,0.5982928517515114,0.6343888131290059,0.6355066461562733,0.5868172096328819,0.5749465124454571,0.6038827562748836,0.6551145384440916,27600
117-RISCY-a-1-c2-u0.85-m4-p6-f0.npy,0.8139613695045425,0.40886778076920877,0.4551210230855598,0.2686178037137832,0.11120853485542678,0.5490660014052212,0.5402523490559699,0.7958850097588246,0.7340742256802075,0.521500439598315,0.7295194609393625,0.5943806832581293,0.9384573258557185,0.5658646155773319,0.6786976026315956,0.7117500887468937,0.6230570861537488,0.6552368535662563,0.6790391236574798,0.532456339305965,24599
127-RISCY-a-1-c2-u0.9-m1-p8-f0.npy,0.6464733211792789,0.42237491732483007,0.43846437454632925,0.2896110503434005,0.07906209490450714,0.4315495092964726,0.33900909763518466,0.5982881234688742,0.41686715109979805,0.38395625117150595,0.4174233761981114,0.6343180093344698,0.9420203863763923,0.3739713874966803,0.4576017209073337,0.6181516980239024,0.4568109255630666,0.6906481496033275,0.712011474282582,0.5090496711272398,23056
1866-RISCY-a-3-c20-u0.75-m3-p6-f0.npy,0.378280339865706,0.385542595986709,0.28690933043448563,0.43660009405365624,0.09131564829866767,,0.35902804836777363,0.3522761747575667,0.34548728302877457,0.4159861823973394,0.3284832979722126,0.16689951079765794,0.8703123825948627,0.3659134060120553,0.36102808687239013,0.45469964106811817,0.36936898744192453,0.22016531874224543,0.25437993848081386,0.3439782263551826,21385
828-RISCY-a-2-c2-u0.85-m1-p5-f0.npy,0.11441453056682815,0.2654872242717901,0.4588512501836721,0.7100888886482243,0.8154651494704939,0.4090523942500923,0.2376883019043607,0.30013034634608693,0.18632958549635442,0.2556180917316131,0.20804417983894902,0.21671199338151212,0.8236397096739244,0.11343943636092757,0.2646206860070459,0.2772452964146255,0.2989074111000141,0.3648058333462306,0.40193123811644593,0.3404853708323883,18535
1865-RISCY-a-3-c20-u0.75-m3-p5-f0.npy,0.4417584238987504,0.46939984516853045,0.2746722966493471,0.47956818041127125,0.12214161854386141,,0.441148600566016,0.4477028679112318,0.3655790209973406,0.47412394203243957,0.3328420902045875,0.2430376158034984,0.887997748773937,0.48877789545376665,0.3914476243357375,0.464797065436043,0.4619340878298979,0.22544164395512134,0.25995243825446046,0.359718757087775,20762
1740-RISCY-a-3-c5-u0.75-m2-p1-f1.npy,0.30748762491574594,0.2404317004780493,0.2359557572072868,0.1269607478519879,0.3131139645429774,,0.475199329282209,0.3350935697709364,0.33309762760257783,0.45666509985326087,0.36005096348508286,0.2813769738444736,0.7490062032349751,0.45861576014906286,0.49475049956967826,0.49552321224312695,0.45562099842327436,0.3459218762943662,0.38318971107516653,0.4555227942844182,25830
1553-RISCY-a-3-c2-u0.8-m3-p3-f1.npy,0.300364836423175,0.33803425734916587,0.3751093064069022,0.6353026516001818,0.6605472332942726,0.565667204700489,0.48069793577299436,0.514656877765782,0.3240655746747015,0.5177563017243503,0.36347933379004643,0.3828957774303503,0.869192186608797,0.35799691099226044,0.5046073314302837,0.43766023744724486,0.5117569220073637,0.5020557207204739,0.5349197546573745,0.4988886368791109,24343
854-RISCY-a-2-c2-u0.7-m2-p7-f1.npy,0.42674373350452843,0.3101637922030838,0.40176854758089275,0.24707213395274552,0.33341980180069086,0.5041064840482754,0.3357927140721295,0.4506642080695381,0.28760855718641365,0.35935510375207763,0.390897863617135,0.43979223591600747,0.8332433492977469,0.46867217143627676,0.495368718071822,0.6078965014002287,0.5218373692271439,0.6464406505074967,0.6708351890234503,0.6476298480381039,29960
36-RISCY-a-1-c2-u0.75-m1-p7-f0.npy,0.6869132902967098,0.48856724471060836,0.3578024552991548,0.37259534125116134,0.18655380805310762,0.6079874085763847,0.4999117686933049,0.6410294084073114,0.47617286645895546,0.5463894396417501,0.5787205209686566,0.5659440199071044,0.8635953139144841,0.527302748793689,0.6281262307009303,0.7556896619729421,0.6258223405662873,0.6833604836143825,0.7052320367157467,0.6932637786346111,27774
1906-RISCY-a-3-c20-u0.7-m2-p3-f1.npy,0.3284759143431329,0.4024847510051187,0.4427170524548343,0.14437142633395217,0.36411881332130364,,0.5065484205028093,0.3952861385788028,0.3049316000239524,0.5799510541593564,0.3837247388186175,0.3203951505452689,0.8421176143445686,0.48532078954806285,0.48766071790399873,0.5175718849840254,0.4844028746755737,0.40970224499397956,0.4460036999606023,0.4615105466092084,27366
870-RISCY-a-2-c2-u0.75-m1-p7-f1.npy,0.21312097274755748,0.2724161952696573,0.4281875279591061,0.7332145897244909,0.7865433515499042,0.5415960591548968,0.3040805170600868,0.4592307376303121,0.19488739418906958,0.3783834300282519,0.2745159245902049,0.5761382916315538,0.8349350168984321,0.5779380940367069,0.4649008995103083,0.5867155760659488,0.5222219015565452,0.6596673150171173,0.6831688498555009,0.6013608528010886,26784
226-RISCY-a-1-c2-u0.9-m1-p3-f1.npy,0.5578688647342764,0.44703291374493587,0.5150178548012185,0.45242240140615825,0.21943978288192875,0.5976407641506801,0.3322996935972378,0.5313315679523525,0.281185048165953,0.3625282065425145,0.3354763076768809,0.39780542749591674,0.917493130784699,0.2546046747454295,0.4377276774253705,0.518439632390644,0.5215772150312081,0.6639204655305688,0.6871321757089757,0.5972782943978227,27170
272-RISCY-a-1-c5-u0.7-m4-p1-f0.npy,0.5370289425062784,0.4134525614206942,0.24844894220949154,0.25199682920329314,0.2060212221620318,,0.6579968395742738,0.5035413220375919,0.38659352006501707,0.7423650052018068,0.4976835328026633,0.43332247896145026,0.7999512075125857,0.6602351663631993,0.726880808059104,0.6381493314400661,0.6724065671747452,0.5531710944626321,0.5833687137987487,0.6588342027670674,28543
993-RISCY-a-2-c5-u0.75-m1-p2-f0.npy,0.2814458361347056,0.19952563983082822,0.31923565769373985,0.3942546659922566,0.10221463631648872,0.3343514440759855,0.26156525685420756,0.2106251073732613,0.14943026512705176,0.32358763768343424,0.21224808595972572,0.31208862649468594,0.8331588308380719,0.34827518801226937,0.31656007733912167,0.4262611919693921,0.30119147383121586,0.5167202383534129,0.5488660305931927,0.5205261964164208,24733
1172-RISCY-a-2-c5-u0.85-m3-p5-f1.npy,0.4319375748844919,0.33272711132626936,0.3327410676583753,0.5265469845728348,0.36256060180012567,0.702609880407215,0.6053345418302944,0.4975026623608826,0.4208636386226387,0.6785912708075946,0.46653738554646795,0.3306230788570872,0.8423162603565889,0.6245445409843835,0.6809829918820489,0.5789847355342563,0.6320053396065834,0.5365662035649578,0.5676785224872938,0.5140394647312315,23928
1539-RISCY-a-3-c2-u0.8-m1-p5-f1.npy,0.1482942998296788,0.2564800106037963,0.44754209507817855,0.6807292152573147,0.8885515725511705,0.33005154319941676,0.2466221751274248,0.41203190173406423,0.2620248984727576,0.241673304436687,0.28945925597056066,0.47998700637657343,0.8721019527153984,0.3456832288197413,0.3650901939303191,0.5336252120064686,0.3744627535050585,0.5780860038611239,0.6068351388586406,0.497164889997732,23399
1930-RISCY-a-3-c20-u0.75-m2-p3-f1.npy,0.4538995095394961,0.41582477390422545,0.4469013882329329,0.10417147901953158,0.34458952168179824,,0.6080207359446574,0.5537105992712157,0.48881012708688937,0.6460878048472166,0.5480136810434884,0.3822236753399213,0.8650019856723637,0.6642923333143063,0.6606152014347042,0.6395692817418057,0.67581731417932,0.45390316781858997,0.48881607684270034,0.49063279655250625,26040
539-RISCY-a-1-c20-u0.75-m3-p1-f0.npy,0.306355452088807,0.6260502828982415,0.25757597728032966,0.41934246619619475,0.850443649730673,,0.5831512559315709,0.6063085658999162,0.41724403371417745,0.6602175799637209,0.5425441642927133,0.3778648036909811,0.8590913737318696,0.7301188486217756,0.7184103942769786,0.6717942649785034,0.7570456661422167,0.4173503125324429,0.45344942714234326,0.6484009979587207,28292
1779-RISCY-a-3-c5-u0.8-m3-p8-f1.npy,0.37193313642096526,0.34132943379211184,0.21730944429540333,0.5417093282603311,0.27507034463022506,0.560480909392787,0.47210121636694724,0.39390510535739576,0.3631418530173222,0.5592289016724428,0.37935036182152276,0.22781988326967226,0.7328812444816364,0.47231771265114125,0.4806804357012569,0.5367412140575079,0.5136739583337744,0.3402037630134037,0.37748843456428816,0.44409163075527325,24390
180-RISCY-a-1-c2-u0.8-m1-p5-f1.npy,0.6226466779146792,0.4814457587971311,0.40496299676764735,0.34831651894020743,0.296423062239672,0.6457330223956176,0.4701377952811976,0.6207318984767913,0.4730611655363635,0.5255535196295817,0.5965931419830821,0.45251023367082943,0.8720725237417624,0.47594853836204704,0.5943880932779528,0.7935550033526604,0.6027373372811169,0.7960456264609371,0.809865735721994,0.7161261056929008,28249
663-RISCY-a-1-c20-u0.75-m3-p3-f1.npy,0.3549505982113089,0.6540871167239242,0.39980993620810823,0.4034206317678936,0.8921308144939614,,0.6958221962682972,0.7678261695109181,0.6403547858533778,0.7905250468626109,0.8157574706873915,0.5427938755926488,0.8766685038609692,0.9182883226909238,0.9230226062753863,0.8674713051709857,0.9352914675748683,0.648901302013604,0.6731306878941303,0.7320480834656385,29966
